Name,Court,Position,Biodata,DOB,City_Village_Birth,District_Birth,State_Birth,Start_Date_Appointment,End_Date_Appointment,Reason_Leaving_Appointment,Sex_Source,Sex,ID,Source_of_Recruitment,Enrollment_Year,LLB_Institutition,Other_Bachelors_Institution,Other_Bachelors_Degree,Other_Masters_Degree,Other_Masters_Institution,LLM_Institutition,PhD_Instituition,PhD_Subject,Processed_Name_For_Merges,Image,Duplicated_Jud
Mr. Justice Krishna Murari Agarwal,Sikkim High Court,Chief Justice,"Name Hon'ble Mr. Justice Krishna Murari Agarwal Date of Birth 27/10/1934. Initial Joining 14/05/1984 Joining at Sikkim 15/02/1996 Served at Sikkim Upto 27/10/1996. Duration 8 months 11 days. Born on 27th October, 1934. Enrolled Pleader in September 1960 at Raipur. Enrolled Advocate in 1962. Practised in High Court at Jabalpur since November, 1968. Appointed Additional Judge, Madhya Pradesh High Court from 14th May, 1984 and permanent Judge in that High Court from 14.5.1986. Transferred to Andhra Pradesh High Court on 28.4.1994. Appointed as Chief Justice of Sikkim High Court on 15.02.1996. Retired on 27.10.1996.",27.10.1934,,,,28.04.1994,27.10.1996,Formal Retirement,,M,2460,SERVICE,1962,,,,,,,,,KRISHNA MURARI AGARWAL,https://hcs.gov.in/drupal/sites/default/files/inline-images/krishna%20murti.jpg,
Mr. Justice Krishna Pratap Singh,Allahabad High Court,Additional Judge,"Name Hon'ble Mr. Justice Krishna Pratap Singh Source Service Date of Birth 07/08/1957 Initial Joining 15/11/2016 Joining at Allahabad 15/11/2016 Served at Allahabad Upto 06/08/2019 Graduated in Law from Allahabad University in 1979. Enrolled as an Advocate on Jul 12, 1981. Appointed in PCSJ in 1984 and promoted in Higher Judicial Service in 2001. Promoted as District & Sessions Judge in 2013. Appointed as Additional Judge on Nov 15, 2016. Took oath as Permanent Judge on Mar 23, 2018.",08.07.1957,,,,15.11.2016,23.03.2018,Transfer or Promotion,M,M,619,SERVICE,1981,Allahabad University,,,,,,,,KRISHNA PRATAP SINGH,http://www.allahabadhighcourt.in/image/judges/krishnapsingh2016.jpg,
Mr. Justice Krishna Pratap Singh,Allahabad High Court,Judge,"Name Hon'ble Mr. Justice Krishna Pratap Singh Source Service Date of Birth 07/08/1957 Initial Joining 15/11/2016 Joining at Allahabad 15/11/2016 Served at Allahabad Upto 06/08/2019 Graduated in Law from Allahabad University in 1979. Enrolled as an Advocate on Jul 12, 1981. Appointed in PCSJ in 1984 and promoted in Higher Judicial Service in 2001. Promoted as District & Sessions Judge in 2013. Appointed as Additional Judge on Nov 15, 2016. Took oath as Permanent Judge on Mar 23, 2018.",08.07.1957,,,,23.03.2018,06.08.2019,,M,M,619,SERVICE,1981,Allahabad University,,,,,,,,KRISHNA PRATAP SINGH,http://www.allahabadhighcourt.in/image/judges/krishnapsingh2016.jpg,
Mr. Justice Krishna Singh,Allahabad High Court,Additional Judge,"Name Hon'ble Mr. Justice Krishna Singh Source Service Date of Birth 10/07/1956 Initial Joining 07/07/2017 Joining at Allahabad 07/07/2017 Served at Allahabad Upto 09/07/2018 Graduated in Law from Meerut University, Meerut in 1981. Appointed in PCSJ in 1985 and promoted in Higher Judicial Service in 2001. Promoted as District & Sessions Judge in 2014. Appointed as Additional Judge on Jul 07, 2017. Took oath as permanent Judge on May 31, 2018.",07.10.1956,,,,07.07.2017,31.05.2018,Transfer or Promotion,M,M,624,SERVICE,,Meerut University,,,,,,,,KRISHNA SINGH,http://www.allahabadhighcourt.in/image/judges/krishnasingh2017.jpg,
Mr. Justice Krishna Singh,Allahabad High Court,Judge,"Name Hon'ble Mr. Justice Krishna Singh Source Service Date of Birth 10/07/1956 Initial Joining 07/07/2017 Joining at Allahabad 07/07/2017 Served at Allahabad Upto 09/07/2018 Graduated in Law from Meerut University, Meerut in 1981. Appointed in PCSJ in 1985 and promoted in Higher Judicial Service in 2001. Promoted as District & Sessions Judge in 2014. Appointed as Additional Judge on Jul 07, 2017. Took oath as permanent Judge on May 31, 2018.",07.10.1956,,,,31.05.2018,09.07.2018,,M,M,624,SERVICE,,Meerut University,,,,,,,,KRISHNA SINGH,http://www.allahabadhighcourt.in/image/judges/krishnasingh2017.jpg,
Mr. Justice Krishnan Natarajan,Karnataka High Court,Additional Judge,Hon'ble Mr. Justice Krishnan Natarajan: Born on 05-11-1964. Appointed as Additional Judge of the Karnataka High Court on 03.11.2018 and Permanent Judge on 26.02.2020.],05.11.1964,,,,03.11.2018,,Transfer or Promotion,,M,2022,,,,,,,,,,,KRISHNAN NATARAJAN,https://karnatakajudiciary.kar.nic.in/images\judges\hck-sitting/knj.jpg,
Mr. Justice Krishnan Natarajan,Karnataka High Court,Judge,Hon'ble Mr. Justice Krishnan Natarajan: Born on 05-11-1964. Appointed as Additional Judge of the Karnataka High Court on 03.11.2018 and Permanent Judge on 26.02.2020.],05.11.1964,,,,03.11.2018,,,,M,2022,,,,,,,,,,,KRISHNAN NATARAJAN,https://karnatakajudiciary.kar.nic.in/images\judges\hck-sitting/knj.jpg,
Mr. Justice Krishnan Ramasamy,Madras High Court,Judge,"The High Court of Judicature at Madras, one of the three High Courts in India established at the Presidency Towns by Letters Patent granted by Her Majesty Queen Victoria, bearing date 26th June 1862, ... , The High Court Bench started functioning with effect from 24-07-2004 with the Jurisdiction of the Districts of Kanniyakumari, Theni, Tirunelveli, Tuticorin, Madurai, Dindigul, Ramanathapuram, Virudhunagar, Sivaganga, Pudukkottai, Thanjavur, Tiruchirappalli and Karur. ... , The High Court of Judicature at Madras, one of the three High Courts in India established at the Presidency Towns by Letters Patent granted by Her Majesty Queen Victoria, bearing date 26th June 1862, is the highest Court in the State of Tamil Nadu, exercising Original ... , Articles | Tenders , Bribe giving and receiving is an offence",,,,,,,,,M,4603,,,,,,,,,,,KRISHNAN RAMASAMY,http://www.hcmadras.tn.nic.in/image/A_building_in_Chennai.JPG,
Mr. Justice Krishnavadan Gordhandas Shah,Gujarat High Court,Judge,"Born on 9th April 1935 at village Bhadarwa, District Baroda, in a lawyers' family, his father Sjt. Gordhandas Shah being an eminent Civil Side Lawyer at Umreth and his elder brother practicing as an Advocate at Anand. His other cousins and nephew are also practicing Lawyers. His Lordship was brought up and had his school education at Umreth in Umreth Jubilee Institution. He had his college education at Vidyanagar and at Ahmedabad. He obtained his B.Sc. degree with Chemistry from M.G. Science College, Ahmedabad, in 1956 and after obtaining LL.B. degree in 1958, he started practice as an Advocate at Nadiad from 1960. He practiced as a successful Civil side Lawyer upto 1972. He was also Secretary of Nadiad Bar Association for a period of two years. In October 1972, His Lordship was appointed as Assistant Judge, at Bhavnagar and from August 1973 he was promoted as a District Judge, at Amreli. In July 1974, he was transferred as District &amp; Sessions Judge, Rajkot. In May 1976, His Lordship was appointed as a City Civil Court Judge and Additional Sessions Judge at Ahmedabad. In October, 1983, he was appointed as Principal Judge of the City Civil Court at Ahmedabad. During his long career as a District Judge in different District and as a City and Sessions Judge, Ahmedabad. His Lordship has conducted many Civil and Criminal matters. Babulal Astrologer's murder case, wherein the murder was committed in the court compound at Rajkot, was conducted by His Lordship. He also conducted Jafrabad Triple Murder case and also Maninagar Sikh Lady Murder case and various other sensational cases. His Lordship was also Professor of Law in Nadiad and Anand College for a period of three years from 1969 to 1972. He is deeply Interested in literature and also in light music. He also takes interest in cases of rendering medical help to the needy and poor patients and also backward and downtrodden people. His Lordship was elevated as a Judge of Gujarat High Court on June 21, 1990. His Lordship was then transferred to Allahabad on 4.7.1994 and then to Bombay High Court on 13.12.1994. His Lordship retired as a Judge, Bombay High Court, on 9.4.1997.",09.04.1935,,,,21.06.1990,4.7.1994,Transfer or Promotion,,M,1459,SERVICE,1960,Law (not given),"M.G. Science College, Gujarat University",B. Sc. Chemistry,,,,,,KRISHNAVADAN GORDHANDAS SHAH,,
Mr. Justice Krishnavadan Gordhandas Shah,Allahabad High Court,Judge,"Born on 9th April 1935 at village Bhadarwa, District Baroda, in a lawyers' family, his father Sjt. Gordhandas Shah being an eminent Civil Side Lawyer at Umreth and his elder brother practicing as an Advocate at Anand. His other cousins and nephew are also practicing Lawyers. His Lordship was brought up and had his school education at Umreth in Umreth Jubilee Institution. He had his college education at Vidyanagar and at Ahmedabad. He obtained his B.Sc. degree with Chemistry from M.G. Science College, Ahmedabad, in 1956 and after obtaining LL.B. degree in 1958, he started practice as an Advocate at Nadiad from 1960. He practiced as a successful Civil side Lawyer upto 1972. He was also Secretary of Nadiad Bar Association for a period of two years. In October 1972, His Lordship was appointed as Assistant Judge, at Bhavnagar and from August 1973 he was promoted as a District Judge, at Amreli. In July 1974, he was transferred as District &amp; Sessions Judge, Rajkot. In May 1976, His Lordship was appointed as a City Civil Court Judge and Additional Sessions Judge at Ahmedabad. In October, 1983, he was appointed as Principal Judge of the City Civil Court at Ahmedabad. During his long career as a District Judge in different District and as a City and Sessions Judge, Ahmedabad. His Lordship has conducted many Civil and Criminal matters. Babulal Astrologer's murder case, wherein the murder was committed in the court compound at Rajkot, was conducted by His Lordship. He also conducted Jafrabad Triple Murder case and also Maninagar Sikh Lady Murder case and various other sensational cases. His Lordship was also Professor of Law in Nadiad and Anand College for a period of three years from 1969 to 1972. He is deeply Interested in literature and also in light music. He also takes interest in cases of rendering medical help to the needy and poor patients and also backward and downtrodden people. His Lordship was elevated as a Judge of Gujarat High Court on June 21, 1990. His Lordship was then transferred to Allahabad on 4.7.1994 and then to Bombay High Court on 13.12.1994. His Lordship retired as a Judge, Bombay High Court, on 9.4.1997.",09.04.1935,,,,04.07.1994,13.12.1994,Transfer or Promotion,,M,1459,SERVICE,1960,Law (not given),"M.G. Science College, Gujarat University",B. Sc. Chemistry,,,,,,KRISHNAVADAN GORDHANDAS SHAH,,
Mr. Justice Krishnavadan Gordhandas Shah,Bombay High Court,Judge,"Born on 9th April 1935 at village Bhadarwa, District Baroda, in a lawyers' family, his father Sjt. Gordhandas Shah being an eminent Civil Side Lawyer at Umreth and his elder brother practicing as an Advocate at Anand. His other cousins and nephew are also practicing Lawyers. His Lordship was brought up and had his school education at Umreth in Umreth Jubilee Institution. He had his college education at Vidyanagar and at Ahmedabad. He obtained his B.Sc. degree with Chemistry from M.G. Science College, Ahmedabad, in 1956 and after obtaining LL.B. degree in 1958, he started practice as an Advocate at Nadiad from 1960. He practiced as a successful Civil side Lawyer upto 1972. He was also Secretary of Nadiad Bar Association for a period of two years. In October 1972, His Lordship was appointed as Assistant Judge, at Bhavnagar and from August 1973 he was promoted as a District Judge, at Amreli. In July 1974, he was transferred as District &amp; Sessions Judge, Rajkot. In May 1976, His Lordship was appointed as a City Civil Court Judge and Additional Sessions Judge at Ahmedabad. In October, 1983, he was appointed as Principal Judge of the City Civil Court at Ahmedabad. During his long career as a District Judge in different District and as a City and Sessions Judge, Ahmedabad. His Lordship has conducted many Civil and Criminal matters. Babulal Astrologer's murder case, wherein the murder was committed in the court compound at Rajkot, was conducted by His Lordship. He also conducted Jafrabad Triple Murder case and also Maninagar Sikh Lady Murder case and various other sensational cases. His Lordship was also Professor of Law in Nadiad and Anand College for a period of three years from 1969 to 1972. He is deeply Interested in literature and also in light music. He also takes interest in cases of rendering medical help to the needy and poor patients and also backward and downtrodden people. His Lordship was elevated as a Judge of Gujarat High Court on June 21, 1990. His Lordship was then transferred to Allahabad on 4.7.1994 and then to Bombay High Court on 13.12.1994. His Lordship retired as a Judge, Bombay High Court, on 9.4.1997.",09.04.1935,,,,13.12.1994,9.4.1997,Formal Retirement,,M,1459,SERVICE,1960,Law (not given),"M.G. Science College, Gujarat University",B. Sc. Chemistry,,,,,,KRISHNAVADAN GORDHANDAS SHAH,,
Mr. Justice Kshitij Rameshbhai Vyas,Gujarat High Court,Additional Judge,"Obtained Degree of Law from the M. S. University, Baroda and from July 1968. Enrolled as an Advocate at Ahmedabad on 9.7.1968. Started legal practice at Ahmedabad from July 1968. Conducted matters concerning Civil and Criminal law, as also constitutional law, labour and service matters. Also conducted number of matters concerning Revenue and Taxation law. Appeared before Supreme Court in various labour matters. Also worked as Law representative of Uchha Nyayalaya Patrika, a law Journal of Central Government and also as Reporter of Gujarat Law Times. Also published Digest on the laws relating to Urban Land Ceiling Act, Food Adulteration Act and Industrial Disputes Act. Worked as member of the Managing Committee of the Gujarat High Court Advocates' Association and was elected as Joint Secretary, thereafter as Secretary for two terms between 1975 and 1989. Became Vice President of the High Court Advocates' Association also for two times. Elevated to the Bench of Gujarat High Court as Additional Judge on 22.11.1990 and confirmed as Permanent Judge of Gujarat High Court on 22.11.1992. Elevated as the Chief Justice of Bombay High Court on 27/02/2006.",19.07.1944,,,,22.11.1990,22.11.1992,Transfer or Promotion,,M,1502,BAR,1968,"M. S. University, Baroda",,,,,,,,KSHITIJ RAMESHBHAI VYAS,,
Mr. Justice Kshitij Rameshbhai Vyas,Gujarat High Court,Judge,"Obtained Degree of Law from the M. S. University, Baroda and from July 1968. Enrolled as an Advocate at Ahmedabad on 9.7.1968. Started legal practice at Ahmedabad from July 1968. Conducted matters concerning Civil and Criminal law, as also constitutional law, labour and service matters. Also conducted number of matters concerning Revenue and Taxation law. Appeared before Supreme Court in various labour matters. Also worked as Law representative of Uchha Nyayalaya Patrika, a law Journal of Central Government and also as Reporter of Gujarat Law Times. Also published Digest on the laws relating to Urban Land Ceiling Act, Food Adulteration Act and Industrial Disputes Act. Worked as member of the Managing Committee of the Gujarat High Court Advocates' Association and was elected as Joint Secretary, thereafter as Secretary for two terms between 1975 and 1989. Became Vice President of the High Court Advocates' Association also for two times. Elevated to the Bench of Gujarat High Court as Additional Judge on 22.11.1990 and confirmed as Permanent Judge of Gujarat High Court on 22.11.1992. Elevated as the Chief Justice of Bombay High Court on 27/02/2006.",19.07.1944,,,,22.11.1992,27.02.2006,Transfer or Promotion,,M,1502,BAR,1968,"M. S. University, Baroda",,,,,,,,KSHITIJ RAMESHBHAI VYAS,,
Mr. Justice Kshitij Rameshbhai Vyas,Gujarat High Court,Chief Justice,"Obtained Degree of Law from the M. S. University, Baroda and from July 1968. Enrolled as an Advocate at Ahmedabad on 9.7.1968. Started legal practice at Ahmedabad from July 1968. Conducted matters concerning Civil and Criminal law, as also constitutional law, labour and service matters. Also conducted number of matters concerning Revenue and Taxation law. Appeared before Supreme Court in various labour matters. Also worked as Law representative of Uchha Nyayalaya Patrika, a law Journal of Central Government and also as Reporter of Gujarat Law Times. Also published Digest on the laws relating to Urban Land Ceiling Act, Food Adulteration Act and Industrial Disputes Act. Worked as member of the Managing Committee of the Gujarat High Court Advocates' Association and was elected as Joint Secretary, thereafter as Secretary for two terms between 1975 and 1989. Became Vice President of the High Court Advocates' Association also for two times. Elevated to the Bench of Gujarat High Court as Additional Judge on 22.11.1990 and confirmed as Permanent Judge of Gujarat High Court on 22.11.1992. Elevated as the Chief Justice of Bombay High Court on 27/02/2006.",19.07.1944,,,,27.02.2006,,,,M,1502,BAR,1968,"M. S. University, Baroda",,,,,,,,KSHITIJ RAMESHBHAI VYAS,,
Mr. Justice Kulada Charan Das Gupta,,Judge,,,,,,,,,,M,4300,,,,,,,,,,,KULADA CHARAN DAS GUPTA,,
Mr. Justice Kuldip Singh,Punjab and Haryana High Court,Judge,,,,,,10.01.2014,15.08.2019,,,M,4391,,,,,,,,,,,KULDIP SINGH,,
Mr. Justice Kuldip Singh,Supreme Court,Judge,"Mr. Justice Kuldip Singh, Born on 1st January, 1932. B.A. LL.B. from Punjab University, 1955. LL.B. as internal student from University of London, 1958. Barrister-at-Law from Lincoln Inn London, Called in November, 1959. Enrolled as advocate in the Punjab High Court in November, 1959. Part time lecturer Punjab University Law College from 1960-1971. Senior Standing Counsel for the Central Government in the Punjab and Haryana High Court at Chandigarh from 1971 to 1982. Advocate General, Punjab from May, 1987 to August, 1987. Additional Solicitor General of India from August, 1987. President, Punjab and Haryana High Court Bar Association 1976-77. Senior Standing Counsel in the Punjab and Haryana High Court for Punjab University, Punjabi University, Guru Nanak University, Punjab Agriculture University, Post Graduate Medical Institute, Punjab Agriculture, Marketing Board and various other Public Undertakings, Corporations, Local Bodies and Co-operative Institutions. Leaving the Punjab and Haryana Bar Professionally in the field of Constitutional Law, Service Law, Land Acquisition matters, Cooperative Law and Election matters in the Punjab and Haryana High Court for the last about 15 years. Also conducted number of important criminal matters. Appointed as Judge, Supreme Court of India on14.12.1988. Retired on 21.12.1996. Mr. Justice Kuldip Singh House No.88, Sector 10A Chandigarh-160 010. Ph. 2745907, 2745979.",01.01.1932,,,,14.12.1988,21.12.1996,Formal Retirement,M,M,4391,BAR,1959,"Punjab University, Department of Laws, Chandigarh",Punjab University,B. A.,,,,,,KULDIP SINGH,https://main.sci.gov.in/php/photo/66_ksingh.jpg,
